FPR,TPR,Coverage,Quality,Conditions
0.23046875,0.7155172413793104,343,0.7155172413793104,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male' AND relationship = 'Husband'
0.23567708333333334,0.7155172413793104,347,0.7155172413793104,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt <= 285854.0
0.18229166666666666,0.7112068965517241,305,0.7112068965517241,age >= 29.0 AND hours-per-week >= 36.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 81973.0
0.19270833333333334,0.7112068965517241,313,0.7112068965517241,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND race = 'White'
0.20052083333333334,0.7112068965517241,319,0.7112068965517241,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND native-country = 'United-States'
0.21614583333333334,0.7112068965517241,331,0.7112068965517241,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND age <= 58.0
0.18359375,0.7068965517241379,305,0.7068965517241379,age >= 29.0 AND fnlwgt >= 80145.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 38.0
0.20572916666666666,0.7068965517241379,322,0.7068965517241379,hours-per-week >= 26.0 AND age >= 30.0 AND marital-status = 'Married-civ-spouse' AND age <= 57.0
0.20833333333333334,0.7068965517241379,324,0.7068965517241379,hours-per-week >= 26.0 AND age >= 30.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male'
0.20963541666666666,0.7068965517241379,325,0.7068965517241379,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND hours-per-week <= 60.0
0.22395833333333334,0.7068965517241379,336,0.7068965517241379,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND age <= 58.0 AND fnlwgt >= 87418.0
0.24869791666666666,0.7068965517241379,355,0.7068965517241379,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND capital-loss <= 0.0
0.25,0.7068965517241379,356,0.7068965517241379,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 84154.0 AND capital-loss <= 0.0
0.18098958333333334,0.7025862068965517,302,0.7025862068965517,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 82465.0 AND hours-per-week >= 38.0
0.18359375,0.7025862068965517,304,0.7025862068965517,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age <= 57.0 AND age >= 30.0
0.19270833333333334,0.7025862068965517,311,0.7025862068965517,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male'
0.21354166666666666,0.7025862068965517,327,0.7025862068965517,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 84154.0 AND hours-per-week >= 40.0
0.21354166666666666,0.7025862068965517,327,0.7025862068965517,age >= 29.0 AND hours-per-week >= 36.0 AND marital-status = 'Married-civ-spouse' AND capital-loss <= 0.0
0.21484375,0.7025862068965517,328,0.7025862068965517,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND fnlwgt >= 82465.0
